TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA
AALR3;11,43;0,76;-13,16;1,15;0,53;16,36;-1,64;-11,44;-92,04;-132,14;-40,11;0,50;1,51;-42,25;-0,69;0,95;-8,73;-4,02;-1,55;0,46;0,53;0,35;22,24;;4.913.089,38;9,95;-0,87
ABCB4;15,56;4,18;10,39;0,82;0,07;0,21;-5,66;5,33;-9,79;-9,79;;;0,55;1,18;-0,09;2,03;7,90;0,72;;0,09;0,91;0,13;5,50;8,66;11.809.006,71;18,96;1,50
ABEV3;15,86;2,61;28,71;3,20;1,96;54,66;24,83;15,61;18,05;16,88;-1,18;-0,21;4,48;28,28;-2,84;1,29;11,14;6,84;15,68;0,61;0,37;0,44;6,67;-0,28;506.535.310,29;4,96;0,55
ADHM3;1,89;;-4,95;-1,56;127,36;100,00;-13.548,48;-18.860,61;-6,89;-6,89;0,00;;933,98;-1,73;-140,74;0,00;-31,47;-2.571,90;22,61;-81,72;82,72;0,14;;;151.730,41;-1,21;-0,38
AERI3;7,54;;41,90;33,53;3,50;13,30;12,42;7,92;26,72;30,59;3,88;4,87;3,32;25,78;-9,89;1,27;80,04;8,36;15,40;0,10;0,90;1,05;;;17.520.207,32;0,22;0,18
AFLT3;9,85;7,34;28,08;3,33;2,95;64,57;59,24;59,01;27,98;26,36;-1,61;-0,19;16,57;13,71;-4,18;3,73;11,85;10,51;10,82;0,89;0,11;0,18;2,20;11,01;21.341,59;2,96;0,35
AGRO3;25,84;2,75;8,22;1,43;0,79;30,53;22,62;25,46;9,26;12,11;2,86;0,44;2,09;6,62;-1,14;1,61;17,40;9,55;9,57;0,55;0,45;0,37;13,49;-7,94;5.753.814,76;18,06;3,14
AHEB3;24,48;;-15,41;17,18;0,81;26,80;-6,37;-8,22;-19,88;-17,95;1,95;-1,69;1,27;-7,88;-0,95;0,58;-111,50;-5,27;-86,43;0,05;0,95;0,64;-10,10;;27.359,08;1,42;-1,59
AHEB5;23,65;;-14,89;16,60;0,79;26,80;-6,37;-8,22;-19,21;-17,95;1,95;-1,69;1,22;-7,61;-0,92;0,58;-111,50;-5,27;-86,43;0,05;0,95;0,64;-10,10;;3.341,00;1,42;-1,59
AHEB6;25,63;;-16,14;17,99;0,85;26,80;-6,37;-8,22;-20,82;-17,95;1,95;-1,69;1,33;-8,25;-0,99;0,58;-111,50;-5,27;-86,43;0,05;0,95;0,64;-10,10;;7.897,00;1,42;-1,59
ALPA3;38,00;0,13;109,05;7,75;3,67;55,07;10,09;6,58;71,15;73,46;-0,97;-0,11;7,18;14,62;-10,22;1,64;7,11;3,37;5,68;0,47;0,52;0,51;1,55;-1,97;122.231,88;4,90;0,35
ALPA4;41,60;0,13;119,38;8,49;4,02;55,07;10,09;6,58;77,89;73,46;-0,97;-0,11;7,86;16,00;-11,18;1,64;7,11;3,37;5,68;0,47;0,52;0,51;1,55;-1,97;125.683.001,76;4,90;0,35
ALPK3;9,25;;-11,11;2,58;0,52;29,41;3,23;-21,71;74,69;141,10;66,41;2,30;2,41;-4,29;-0,60;0,54;-23,24;-4,64;0,80;0,20;0,80;0,21;;;697.272,29;3,58;-0,83
ALSO3;29,54;;29,54;1,19;0,72;67,80;52,25;28,78;16,27;13,57;-2,70;-0,20;8,50;5,49;-0,86;5,26;4,04;2,45;5,60;0,61;0,29;0,09;18,45;-27,08;50.457.591,94;24,77;1,00
ALUP11;26,64;2,59;13,04;1,42;0,37;46,15;44,80;11,73;3,41;6,22;2,81;1,17;1,53;3,67;-0,47;2,10;10,88;2,87;9,91;0,26;0,60;0,25;25,59;16,91;22.465.419,12;18,77;2,04
ALUP3;9,00;2,56;13,21;1,44;0,38;46,15;44,80;11,73;3,46;6,22;2,81;1,17;1,55;3,72;-0,47;2,10;10,88;2,87;9,91;0,26;0,60;0,25;25,59;16,91;681.290,26;6,26;0,68
ALUP4;8,74;2,63;12,83;1,40;0,37;46,15;44,80;11,73;3,36;6,22;2,81;1,17;1,51;3,61;-0,46;2,10;10,88;2,87;9,91;0,26;0,60;0,25;25,59;16,91;141.163,62;6,26;0,68
AMAR3;7,08;;-6,09;1,81;0,62;39,75;-10,67;-13,41;-7,65;-11,77;-4,12;0,97;0,82;5,28;-1,22;1,31;-29,68;-10,11;-10,43;0,34;0,66;0,75;-2,93;;25.752.842,32;3,92;-1,16
AMBP3;26,50;;151,55;2,47;1,90;23,58;17,74;3,30;28,17;23,67;-4,50;-0,40;5,00;3,92;-4,45;6,57;1,63;1,26;6,31;0,77;0,21;0,38;;;11.546.407,47;10,71;0,17
ANDG3B;28,82;;59,95;2,23;1,88;47,12;179,06;45,82;15,34;8,60;0,93;0,13;27,47;-25,32;-1,93;0,26;3,71;3,14;12,68;0,85;0,15;0,07;10,22;-23,32;3.914.628,00;12,94;0,48
ANDG4B;0,00;;0,00;0,00;0,00;47,12;179,06;45,82;0,00;8,60;0,93;0,13;0,00;0,00;0,00;0,26;3,71;3,14;12,68;0,85;0,15;0,07;10,22;-23,32;;12,94;0,48
ANIM3;37,30;;-138,22;3,03;1,36;49,49;8,30;-2,66;44,27;49,03;4,76;0,33;3,68;5,79;-2,10;2,96;-2,19;-0,98;3,71;0,45;0,55;0,37;11,24;;36.683.663,35;12,31;-0,27
APER3;31,50;0,17;3.545,34;2,02;1,23;100,00;-0,30;0,10;-1.177,93;-1.007,74;170,19;-0,29;3,59;9,98;-1,67;1,86;0,06;0,03;-0,44;0,61;0,39;0,34;-16,64;-31,12;867.340,91;15,60;0,01
APTI3;197,64;;0,07;0,01;0,01;29,60;283,02;228,44;0,06;0,80;0,12;0,03;0,16;0,18;-0,01;1,32;17,82;10,76;17,28;0,60;0,40;0,05;-8,24;;;15.957,09;2.843,13
APTI4;3.500,00;;1,23;0,22;0,13;29,60;283,02;228,44;0,99;0,80;0,12;0,03;2,81;3,18;-0,16;1,32;17,82;10,76;17,28;0,60;0,40;0,05;-8,24;;;15.957,09;2.843,13
ARZZ3;68,44;0,78;225,85;9,78;3,81;46,48;5,19;2,14;92,97;92,71;-0,26;-0,03;4,82;12,97;-15,35;1,64;4,33;1,69;4,14;0,39;0,61;0,79;9,79;7,54;39.642.393,62;7,00;0,30
ATMP3;2,96;;-0,19;-0,92;0,04;-12,35;-26,96;-43,36;-0,30;-1,90;-1,59;;0,08;-0,15;-0,06;0,41;-485,09;-23,60;-75,21;-0,05;1,05;0,54;-21,09;;75.380,03;-3,22;-15,62
ATOM3;3,32;;5,68;4,21;2,65;100,00;36,63;42,69;6,62;5,26;-1,37;-0,87;2,43;2,78;-642,45;23,47;74,12;46,67;58,21;0,63;0,37;1,09;;;403.941,68;0,79;0,58
AURA33;56,52;;7,17;0,76;0,43;36,09;27,25;11,57;3,05;2,76;-0,29;-0,07;0,83;2,90;-0,69;1,66;10,58;6,03;17,21;0,57;0,43;0,52;;;9.503.103,85;74,45;7,88
AVLL3;27,90;;-2,02;3,24;0,30;-45,93;-167,05;-157,56;-1,90;-4,65;-2,74;4,67;3,18;5,11;-0,46;1,20;-160,67;-14,98;-27,79;0,09;0,90;0,10;;;523.888,67;8,60;-13,82
AZEV3;8,10;;-0,36;-0,17;0,71;1.622,59;3.562,68;5.901,50;-0,60;-0,77;-0,42;;;-0,22;-1,62;0,15;-46,24;-197,29;47,51;-4,27;5,27;-0,03;-64,98;;127.044,29;-48,76;-22,55
AZEV4;3,28;;-0,15;-0,07;0,29;1.622,59;3.562,68;5.901,50;-0,24;-0,77;-0,42;;;-0,09;-0,66;0,15;-46,24;-197,29;47,51;-4,27;5,27;-0,03;-64,98;;209.720,18;-48,76;-22,55
AZUL4;37,95;;-3,69;-3,45;3,43;-31,79;-48,57;-178,33;-13,55;-18,29;-4,75;;6,58;-6,60;-4,63;0,33;-93,39;-92,99;-85,25;-1,00;2,00;0,52;14,54;;497.170.139,97;-11,01;-10,29
B3SA3;60,10;3,21;32,67;4,95;2,73;96,89;62,80;47,79;24,86;23,30;-1,56;-0,31;15,61;16,37;-4,23;1,88;15,17;8,35;12,24;0,55;0,45;0,17;23,81;22,64;821.152.833,65;12,13;1,84
BAHI3;84,71;;-5,57;2,26;0,36;41,33;-8,01;-21,39;-14,89;-15,54;-0,65;0,10;1,19;-2,19;-0,41;0,41;-40,47;-6,54;-16,19;0,16;0,83;0,31;;;113.269,70;37,55;-15,20
BALM3;16,04;7,36;9,97;1,38;0,72;49,74;7,04;10,47;14,82;15,20;0,40;0,04;1,04;2,11;-2,17;2,02;13,81;7,18;4,54;0,52;0,45;0,69;5,12;-19,47;10.512,52;11,65;1,61
BALM4;16,00;7,38;9,95;1,37;0,71;49,74;7,04;10,47;14,78;15,20;0,40;0,04;1,04;2,11;-2,16;2,02;13,81;7,18;4,54;0,52;0,45;0,69;5,12;-19,47;19.900,83;11,65;1,61
BAUH4;86,97;0,99;32,43;5,52;3,33;24,92;8,50;7,49;28,54;26,45;-2,09;-0,40;2,43;20,07;-7,16;1,45;17,01;10,28;16,38;0,60;0,40;1,37;8,15;23,02;50.950,19;15,77;2,68
BAZA3;42,92;8,35;3,76;0,55;0,06;37,85;49,19;28,25;2,16;2,16;;;1,06;1,23;-0,06;;14,73;1,62;;0,11;0,89;0,06;6,35;8,48;83.651,41;77,52;11,42
BBAS3;39,10;3,78;7,01;1,00;0,06;18,87;5,98;12,69;14,86;14,86;;;0,89;-0,32;-0,13;0,74;14,27;0,87;;0,06;0,94;0,07;-2,23;7,20;680.117.152,53;39,12;5,58
BBDC3;24,55;1,08;14,96;1,58;0,15;27,80;-9,79;13,62;-20,82;-21,95;;;2,04;1,10;-0,18;9,36;10,59;1,03;;0,10;0,90;0,08;4,51;6,55;125.252.804,29;15,50;1,64
BBDC4;27,22;1,07;16,59;1,76;0,17;27,80;-9,79;13,62;-23,09;-21,95;;;2,26;1,22;-0,20;9,36;10,59;1,03;;0,10;0,90;0,08;4,51;6,55;1.283.512.238,06;15,50;1,64
BBML3;3.936,42;0,00;10.149,39;1.237,44;207,67;10,89;3,83;1,82;4.832,01;4.837,53;5,52;1,41;184,96;-34.095,13;-366,43;0,99;12,19;2,05;6,16;0,17;0,83;1,12;;;0,00;3,18;0,39
BBRK3;2,11;;-0,54;0,48;0,26;65,58;-116,71;-126,70;-0,59;-0,26;0,33;-0,27;0,68;35,72;-0,34;1,03;-89,33;-48,30;-81,61;0,54;0,44;0,38;-13,43;;1.677.509,47;4,38;-3,91
BBSE3;29,60;9,41;14,44;9,31;6,14;;;;11,91;11,91;;;;37,06;-9,30;1,95;64,48;42,51;;0,66;0,34;0,00;;14,01;146.411.187,35;3,18;2,05
BDLL3;27,51;;-0,27;-0,29;0,06;-60,25;-759,15;-662,22;-0,23;-1,43;-1,28;;1,76;-0,18;-0,10;0,51;-108,24;-24,25;-257,36;-0,22;1,22;0,04;-39,75;;2.751,00;-95,47;-103,34
BDLL4;11,34;;-0,11;-0,12;0,03;-60,25;-759,15;-662,22;-0,10;-1,43;-1,28;;0,73;-0,08;-0,04;0,51;-108,24;-24,25;-257,36;-0,22;1,22;0,04;-39,75;;50.821,41;-95,47;-103,34
BEEF11;4,65;;3,09;2,09;0,14;20,71;9,62;4,45;1,43;;2,64;3,87;0,14;0,42;-0,45;1,98;67,81;4,57;12,79;0,07;0,93;1,03;19,63;;848.731,56;2,22;1,51
BEEF3;10,37;2,49;6,88;4,67;0,31;20,71;9,62;4,45;3,18;;2,64;3,87;0,31;0,93;-1,00;1,98;67,81;4,57;12,79;0,07;0,93;1,03;19,63;;95.752.473,24;2,22;1,51
BEES3;5,23;4,27;7,59;1,01;0,05;55,13;17,24;13,02;5,73;5,94;;;0,99;-0,38;-0,12;0,83;13,27;0,61;;0,05;0,95;0,05;3,69;8,54;237.762,71;5,19;0,69
BEES4;5,93;3,77;8,61;1,14;0,05;55,13;17,24;13,02;6,50;5,94;;;1,12;-0,43;-0,13;0,83;13,27;0,61;;0,05;0,95;0,05;3,69;8,54;25.275,65;5,19;0,69
BFRE11;0,00;;0,00;0,00;0,00;;;;0,00;;-20,36;-0,39;;0,00;0,00;12,81;5,13;4,90;-0,72;0,95;0,05;0,00;;;;258.885,63;13.288,70
BFRE12;0,00;;0,00;0,00;0,00;;;;0,00;;-20,36;-0,39;;0,00;0,00;12,81;5,13;4,90;-0,72;0,95;0,05;0,00;;;;258.885,63;13.288,70
BGIP3;43,34;1,64;9,77;1,33;0,10;59,31;15,09;10,31;6,67;5,29;;;1,01;-1,56;-0,24;0,90;13,62;1,02;;0,07;0,93;0,10;5,66;64,33;8.733,00;32,57;4,43
BGIP4;25,35;3,09;5,72;0,78;0,06;59,31;15,09;10,31;3,90;5,29;;;0,59;-0,91;-0,14;0,90;13,62;1,02;;0,07;0,93;0,10;5,66;64,33;76.849,32;32,57;4,43
BIDI11;95,67;0,24;18.384,72;7,50;1,48;55,08;-7,06;0,15;-385,60;-385,60;;;27,23;8,93;-5,01;1,31;0,04;0,01;;0,20;0,80;0,05;;;76.398.526,38;12,76;0,01
BIDI3;32,67;0,23;18.834,39;7,68;1,52;55,08;-7,06;0,15;-395,03;-385,60;;;27,90;9,14;-5,14;1,31;0,04;0,01;;0,20;0,80;0,05;;;8.939.344,65;4,25;0,00
BIDI4;31,64;0,24;18.240,59;7,44;1,47;55,08;-7,06;0,15;-382,58;-385,60;;;27,02;8,86;-4,98;1,31;0,04;0,01;;0,20;0,80;0,05;;;52.058.380,18;4,25;0,00
BIOM3;17,07;;-19,82;10,64;3,32;26,49;-110,93;-132,84;-23,73;-26,36;-2,63;1,18;26,32;23,51;-4,89;1,78;-53,70;-16,75;-16,51;0,31;0,69;0,13;;;632.687,18;1,60;-0,86
BKBR3;11,32;0,45;-10,13;2,15;0,89;60,07;-11,87;-13,57;-11,58;-13,32;-1,73;0,32;1,37;-137,46;-1,14;0,97;-21,25;-8,82;-12,16;0,41;0,59;0,65;433,99;;27.568.528,59;5,26;-1,12
BMEB3;16,40;3,80;6,39;0,88;0,09;74,67;2,85;5,99;13,42;13,42;;;0,38;0,31;-0,18;2,06;13,72;1,33;;0,10;0,90;0,22;-5,92;;22.296,65;18,70;2,57
BMEB4;16,40;4,18;6,39;0,88;0,09;74,67;2,85;5,99;13,42;13,42;;;0,38;0,31;-0,18;2,06;13,72;1,33;;0,10;0,90;0,22;-5,92;;165.801,97;18,70;2,57
BMGB4;5,83;;8,72;0,84;0,14;72,00;3,27;10,15;27,08;27,08;;;0,89;;-0,14;;9,68;1,59;;0,16;0,84;0,16;;;9.171.259,41;6,91;0,67
BMIN3;20,00;7,00;57,86;0,78;0,47;79,31;18,81;14,01;43,08;42,86;;;8,10;9,81;-0,64;1,22;1,35;0,81;;0,60;0,40;0,06;5,44;-8,61;18.187,20;25,67;0,35
BMIN4;19,30;7,25;55,83;0,75;0,45;79,31;18,81;14,01;41,57;42,86;;;7,82;9,47;-0,61;1,22;1,35;0,81;;0,60;0,40;0,06;5,44;-8,61;10.095,06;25,67;0,35
BMKS3;238,98;2,55;26,53;0,59;0,53;28,71;3,39;19,72;154,37;-48,77;-203,14;-0,78;5,23;0,68;-2,68;30,55;2,23;1,98;-0,74;0,89;0,11;0,10;-13,82;-25,48;38.088,15;404,66;9,01
BNBR3;74,75;3,60;5,04;1,04;0,11;45,90;43,10;30,30;3,55;3,55;;;1,53;-6,32;-0,15;0,94;20,62;2,22;;0,11;0,89;0,07;4,71;18,37;37.631,71;71,89;14,83
BOAS3;13,25;;356,32;19,09;7,11;42,69;9,91;2,79;100,40;103,86;3,46;0,66;9,95;-43,76;-9,93;0,64;5,36;2,00;5,46;0,37;0,63;0,72;;;25.057.282,82;0,69;0,04
BOBR3;0,00;;0,00;0,00;0,00;35,04;12,14;3,57;0,00;3,53;1,62;;0,00;0,00;0,00;0,58;-15,94;5,78;-913,16;-0,36;1,36;1,62;-1,67;;;-0,93;0,15
BOBR4;2,04;;13,82;-2,20;0,80;35,04;12,14;3,57;4,06;3,53;1,62;;0,49;-2,79;-1,33;0,58;-15,94;5,78;-913,16;-0,36;1,36;1,62;-1,67;;251.457,26;-0,93;0,15
BPAC11;90,07;1,34;28,55;3,13;0,30;-7,18;10,12;21,90;61,75;61,75;;;6,25;5,16;-1,03;1,09;10,98;1,05;;0,10;0,90;0,05;-0,86;14,56;297.757.399,32;28,75;3,16
BPAC3;45,76;0,88;43,51;4,78;0,46;-7,18;10,12;21,90;94,12;61,75;;;9,53;7,86;-1,57;1,09;10,98;1,05;;0,10;0,90;0,05;-0,86;14,56;401.732,65;9,58;1,05
BPAC5;22,20;1,82;21,11;2,32;0,22;-7,18;10,12;21,90;45,66;61,75;;;4,62;3,81;-0,76;1,09;10,98;1,05;;0,10;0,90;0,05;-0,86;14,56;250.962,44;9,58;1,05
BPAN4;9,95;1,68;15,82;2,30;0,34;63,28;8,08;8,55;16,74;16,74;;;1,35;-1,84;-0,60;0,70;14,52;2,14;;0,15;0,85;0,25;8,37;49,77;23.061.585,29;4,33;0,63
BPAR3;182,07;9,28;6,37;1,17;0,15;81,27;32,82;17,19;3,34;3,34;;;1,10;0,75;-0,19;;18,33;2,39;;0,13;0,87;0,14;8,00;16,96;;155,85;28,57
BPAT33;44,05;;6,98;0,66;0,09;51,56;21,77;5,61;1,80;1,80;;;0,39;;-0,12;;9,46;1,35;;0,14;0,86;0,24;14,99;-24,79;32.961,60;66,71;6,31
BPHA3;0,62;;0,06;-0,24;0,99;98,02;1.029,99;13.896,67;0,80;1,66;0,85;;8,28;-0,38;-1,18;0,06;-402,50;1.669,02;-36,75;-4,15;5,15;0,12;-68,85;;;-2,58;10,40
BRAP3;58,43;4,36;27,00;1,69;1,64;;;;25,12;26,46;-0,91;-0,06;;32,98;-1,78;2,76;6,27;6,09;6,11;0,97;0,03;0,00;;;2.521.752,18;34,51;2,16
BRAP4;66,53;4,21;30,74;1,93;1,87;;;;28,60;26,46;-0,91;-0,06;;37,55;-2,03;2,76;6,27;6,09;6,11;0,97;0,03;0,00;;;230.001.785,03;34,51;2,16
BRDT3;22,96;2,18;31,36;2,78;0,96;5,67;1,66;1,05;19,86;23,43;3,57;0,50;0,33;3,59;-1,88;2,21;8,87;3,07;4,86;0,35;0,65;2,93;-0,73;14,51;200.893.144,88;8,25;0,73
BRFS3;22,07;;15,50;2,53;0,35;24,00;7,20;3,10;6,68;12,01;5,33;2,02;0,48;3,08;-0,66;1,32;16,32;2,26;7,25;0,14;0,86;0,73;2,89;-33,13;227.901.042,97;8,72;1,42
BRGE11;12,01;2,94;17,99;0,72;0,29;-238,98;132,93;165,05;22,34;-0,22;-30,24;-0,97;29,69;0,95;-0,56;2,81;3,98;1,62;1,31;0,41;0,39;0,01;3,11;2,66;6.087,50;16,79;0,67
BRGE12;6,15;;9,21;0,37;0,15;-238,98;132,93;165,05;11,44;-0,22;-30,24;-0,97;15,21;0,49;-0,29;2,81;3,98;1,62;1,31;0,41;0,39;0,01;3,11;2,66;12.863,71;16,79;0,67
BRGE3;10,90;;16,33;0,65;0,27;-238,98;132,93;165,05;20,27;-0,22;-30,24;-0,97;26,95;0,86;-0,51;2,81;3,98;1,62;1,31;0,41;0,39;0,01;3,11;2,66;9.466,22;16,79;0,67
BRGE5;12,20;2,41;18,28;0,73;0,30;-238,98;132,93;165,05;22,69;-0,22;-30,24;-0,97;30,16;0,97;-0,57;2,81;3,98;1,62;1,31;0,41;0,39;0,01;3,11;2,66;3.510,80;16,79;0,67
BRGE6;22,50;3,14;33,70;1,34;0,55;-238,98;132,93;165,05;41,85;-0,22;-30,24;-0,97;55,63;1,78;-1,05;2,81;3,98;1,62;1,31;0,41;0,39;0,01;3,11;2,66;18.634,00;16,79;0,67
BRGE7;5,40;7,62;8,09;0,32;0,13;-238,98;132,93;165,05;10,04;-0,22;-30,24;-0,97;13,35;0,43;-0,25;2,81;3,98;1,62;1,31;0,41;0,39;0,01;3,11;2,66;;16,79;0,67
BRGE8;8,00;3,68;11,98;0,48;0,19;-238,98;132,93;165,05;14,88;-0,22;-30,24;-0,97;19,78;0,63;-0,37;2,81;3,98;1,62;1,31;0,41;0,39;0,01;3,11;2,66;6.879,50;16,79;0,67
BRIV3;8,70;;10,12;0,50;0,04;25,64;10,16;7,66;7,63;7,70;;;0,78;0,21;-0,06;113,52;4,98;0,44;;0,09;0,91;0,06;-6,24;0,83;17.420,15;17,25;0,86
BRIV4;8,90;7,66;10,35;0,52;0,05;25,64;10,16;7,66;7,81;7,70;;;0,79;0,22;-0,06;113,52;4,98;0,44;;0,09;0,91;0,06;-6,24;0,83;18.030,39;17,25;0,86
BRKM3;24,23;;-1,77;-4,33;0,22;14,82;-9,11;-20,77;-4,04;-10,29;-6,28;;0,37;1,94;-0,35;1,48;-244,01;-12,65;-24,84;-0,05;1,07;0,61;3,00;;483.889,76;-5,60;-13,67
BRKM5;23,74;;-1,74;-4,24;0,22;14,82;-9,11;-20,77;-3,96;-10,29;-6,28;;0,36;1,90;-0,34;1,48;-244,01;-12,65;-24,84;-0,05;1,07;0,61;3,00;;108.330.423,32;-5,60;-13,67
BRKM6;21,90;;-1,60;-3,91;0,20;14,82;-9,11;-20,77;-3,66;-10,29;-6,28;;0,33;1,76;-0,32;1,48;-244,01;-12,65;-24,84;-0,05;1,07;0,61;3,00;;59.702,00;-5,60;-13,67
BRML3;10,39;;-105,85;0,86;0,49;87,83;20,54;-8,61;44,37;56,46;12,08;0,23;9,11;10,57;-0,53;3,00;-0,81;-0,46;1,33;0,57;0,40;0,05;-1,04;18,24;168.761.510,94;12,08;-0,10
BRPR3;10,44;0,83;11,48;0,72;0,49;100,00;231,89;140,79;6,97;7,52;0,55;0,06;16,16;3,00;-0,61;6,32;6,23;4,26;5,71;0,68;0,32;0,03;-14,64;3,09;28.206.482,41;14,59;0,91
BRQB3;0,00;;0,00;0,00;0,00;31,86;13,57;8,57;0,00;-0,99;-0,99;-0,54;0,00;0,00;0,00;2,26;34,57;14,43;22,51;0,42;0,58;1,68;-0,37;100,11;;0,92;0,32
BRSR3;15,65;3,38;7,83;0,77;0,07;56,79;9,53;10,63;8,73;8,25;;;0,83;1,68;-0,08;2,20;9,79;0,91;;0,09;0,91;0,09;1,64;15,38;186.513,06;20,42;2,00
BRSR5;16,91;3,24;8,46;0,83;0,08;56,79;9,53;10,63;9,44;8,25;;;0,90;1,81;-0,08;2,20;9,79;0,91;;0,09;0,91;0,09;1,64;15,38;3.336,00;20,42;2,00
BRSR6;13,91;3,81;6,96;0,68;0,06;56,79;9,53;10,63;7,76;8,25;;;0,74;1,49;-0,07;2,20;9,79;0,91;;0,09;0,91;0,09;1,64;15,38;28.338.398,85;20,42;2,00
BSEV3;5,06;;-5,52;-5,10;0,38;18,97;13,15;-10,49;4,40;9,60;5,20;;0,58;-0,80;-0,65;0,46;-92,38;-6,96;14,18;-0,08;1,07;0,66;7,69;;489.484,06;-0,99;-0,92
BSLI3;156,42;2,55;11,84;2,91;0,27;77,15;21,62;15,24;8,35;7,68;;;1,80;-1,49;-0,31;0,47;24,58;2,24;;0,09;0,91;0,15;5,10;12,95;73.453,13;53,74;13,21
BSLI4;101,93;4,31;7,72;1,90;0,17;77,15;21,62;15,24;5,44;7,68;;;1,18;-0,97;-0,20;0,47;24,58;2,24;;0,09;0,91;0,15;5,10;12,95;9.900,00;53,74;13,21
BTOW3;78,66;;-251,14;4,62;2,31;29,11;2,11;-1,92;228,91;213,57;-15,33;-0,31;4,83;5,95;-6,57;2,49;-1,84;-0,92;0,94;0,50;0,50;0,48;-3,20;;441.731.727,03;17,04;-0,31
BTTL3;11,50;;16,18;8,95;1,05;19,02;5,50;2,65;7,79;8,94;1,15;1,32;0,43;19,14;-1,96;1,14;55,29;6,52;27,57;0,12;0,88;2,46;-11,43;;42.936,29;1,29;0,71
BTTL4;11.091,73;;15.604,41;8.628,01;1.017,15;19,02;5,50;2,65;7.511,37;8,94;1,15;1,32;412,99;18.464,14;-1.888,71;1,14;55,29;6,52;27,57;0,12;0,88;2,46;-11,43;;0,00;1,29;0,71
CALI3;98,18;;-4,38;46,60;0,30;-1,51;-51,81;-51,46;-4,36;-4,65;-1,71;18,29;2,26;0,70;-0,68;4,44;-1.062,76;-6,84;-24,85;0,01;0,99;0,13;-38,15;;;2,11;-22,39
CALI4;50,21;;-2,24;23,83;0,15;-1,51;-51,81;-51,46;-2,23;-4,65;-1,71;18,29;1,15;0,36;-0,35;4,44;-1.062,76;-6,84;-24,85;0,01;0,99;0,13;-38,15;;25.105,00;2,11;-22,39
CAMB3;5,88;;9,89;2,70;0,92;45,37;12,46;16,54;13,12;16,06;2,93;0,60;1,64;-15,41;-1,36;0,85;27,29;9,28;11,68;0,34;0,66;0,56;-4,98;7,64;692.475,94;2,18;0,59
CAMB4;6,25;;10,51;2,87;0,98;45,37;12,46;16,54;13,95;16,06;2,93;0,60;1,74;-16,38;-1,45;0,85;27,29;9,28;11,68;0,34;0,66;0,56;-4,98;7,64;453.862,40;2,18;0,59
